text,polarity,magnitude
Darkness is the absence of light.,1,0
Our guide misinformed us about the location of the hotel.,1,0
Could you send me a brochure?,-1,0.5
Where's the information desk?,-1,0.8
Where is the information counter?,-1,0.8
"Show me the way, will you?",-1,0.1
"This book is surprisingly easy to read, isn't it?",1,0.7
I have no plans whatever.,-1,0.4
"Sure enough, the ghost appeared on the balcony.",-1,0
"She called me up, as I had expected.",1,0.1
"As was to be expected, he took the first place.",1,0
"Sure enough, he entertained doubts.",1,0.6
"Just like I thought, the contractor came back today, begging for more time.",-1,0.7
Fear often exaggerates danger.,-1,0
Please input your PIN number.,-1,0.7
"I don't mind your groping in the dark for a solution, but I wish you'd come to a decision.",1,0.3
Assassination has never changed the history of the world.,-1,0.7
"The ""prince of darkness"" means Satan.",-1,0.3
Encryption technology has advanced to the point where it's pretty reliable.,1,0.8
A form appeared in the darkness.,1,0.2
We saw a dim light in the darkness.,1,0.3
A tiny object moved in the dark.,-1,0.2
It was impossible for him to take the picture in the dark.,-1,0.8
I heard my name called in the dark.,-1,0.1
Something was stirring in the dark.,-1,0.3
I was afraid of getting lost in the dark.,-1,0.4
A red light was glowing in the dark.,1,0.7
Somebody called my name in the dark.,-1,0.5
A pall of darkness cloaked the valley.,1,0.6
I spring out of the darkness.,1,0.2
The robber emerged from the darkness.,1,0.3
It is too dark to play outside.,-1,0.8
It is too dark to see clearly.,-1,0.8
It is too dark to read a book there.,-1,0.8
It's too dark to play outside.,-1,0.8
You'd better hurry up if you want to get home before dark.,-1,0.3
I'll be back before dark.,-1,0.2
Come home before it gets dark.,-1,0.2
I will return to the house before dark.,-1,0.3
I want to reach the hotel before it gets dark.,-1,0.2
All you have to do is wait until dark.,-1,0.7
I waited for her till it got dark.,1,0
"It was getting dark, and, what made matters worse, it began to rain.",-1,0.9
"It got dark, and what was worse, it began to rain.",-1,0.9
Come home before dark.,-1,0.6
I reached the village before dark.,-1,0
We are likely to get there before dark.,-1,0.1
I took the bus in order to reach the destination before it got dark.,-1,0.1
It's getting dark. Please turn the light on for me.,-1,0.6
It's getting dark. You'd better go home.,0.2,0.2
"With darkness coming on, the children returned home.",-1,0.4
It is getting darker. It may rain soon.,0.8,0.3
It is getting dark. Let's go home.,-0.3,0.5
"It grew dark, and what was worse, we lost our way.",-1,0.8
Don't let her go out after dark.,-1,0.8
Don't go out after it gets dark.,-1,0.8
Don't go out after dark.,-1,0.8
I don't like to go out after dark.,-1,0.7
You had better not go after dark.,-1,0.8
Don't walk alone after dark.,-1,0.9
"As soon as it gets dark, the fireworks will start.",-1,0
A car passed by in the dark.,1,0.2
"Not seeing anything in the dark, we couldn't move.",-1,0.9
She switched on the lamp because it was dark.,1,0
"It was dark, and I could not make out who was coming along the road.",-1,0.6
"Dark as it was, we managed to find our way home.",1,0.1
"Dark as it was, we managed to find our way back to our tent.",-1,0.3
I shone a flashlight into the dark room.,1,0
It's not good to read in a dark room.,-1,0.8
What are you looking for in the dark room?,-1,0.4
Watch your step in dark alleys.,1,0.1
He lost his sense of direction in the dark woods.,-1,0.4
Dark clouds are a sign of rain.,1,0
"On entering a dark tunnel, we could see nothing.",-1,0.8
Don't read books in a dark place.,-1,0.8
Buy cheap and waste your money.,-1,0.9
Cheap sake makes you sick.,-1,0.8
Everybody speaks very highly of Ando.,1,0.1
"A recent analysis by Boeing forecasts that unless safety is improved, jet airliners could be falling out of the sky at the rate of once a week by the year 2010.",1,0.1
Take an amulet for safety's sake.,-1,0.7
You may injure yourself if you don't follow safety procedures.,-1,0.8
We will set up a notice in front of the machine for safety's sake.,-1,0.6
"For safety purposes, remove the plastic casing before use.",-1,0.1
Steady the boat so we can get on safely.,1,0.6
Excessive concern with safety can be dangerous.,-1,0.6
Have a safe trip.,1,0.4
You should drive at a safe speed.,1,0.3
Organic vegetables are popular because they're safe and tasty.,1,0.9
Safety is what matters most.,1,0.6
You should stay in bed.,1,0
Stay quiet and rest.,-1,0.1
I feel relieved.,1,0.8
At ease.,1,0
Set your mind at ease.,1,0.1
I'm managing scraping along on a small salary.,-1,0.1
"To my relief, he came home safe and sound.",1,0.9
Easy living corrupted the warrior spirit.,1,0.8
Wishing you peace and happiness at Christmas.,1,0.5
"Any watch will do, so long as it's cheap.",-1,0.7
The cheap prices tempted me to buy things I didn't need.,-1,0
There was a glut of cotton goods due to cheap imports.,-1,0.3
Cheap imports will glut the market.,-1,0
Do you know of any inexpensive stores?,1,0.2
It seemed to be cheap.,-1,0.8
I saved on travelling expenses by staying at a cheap hotel.,1,0.3
"I bought it thinking it was cheap, but it was rotten, so I ended up losing out.",-1,0.9
"I want to buy this book not because it is cheap, but because it is useful.",-1,0.7
I know a hole in the wall that's really cheap.,-1,0.8
The ayu season has opened.,1,0
"Having been wrongly addressed, the letter never reached him.",-1,0.7
An overwhelming majority voted to abolish the brutal punishment.,-1,0.6
Send it to me as a compressed file.,-1,0.1
Our eyes should meet when we shake hands.,1,0.5
Let's shake hands and be friends.,1,0.3
I have one final piece of advice related to handshakes: Remember to smile.,1,0.7
Give me some skin!,1,0.2
Please shake hands.,-1,0.2
A closed fist can indicate stress.,-1,0
On bad roads this little car really comes into its own.,1,0.4
The evil spirit was driven away from the house.,-1,0.1
Keep away from bad company.,-1,0.8
Try to avoid bad company.,-1,0.3
You should keep away from bad company.,-1,0.7
The notorious rebel was ultimately captured and confined to jail.,-1,0.7
The notorious dictator abused his privileges to his heart's content.,-1,0.4
I had a nightmare.,-1,0.7
I feel as if I've woken up from a nightmare.,-1,0.8
Devils are hiding among the rocks.,1,0.8
"Talk of devil, and he's presently at your elbow.",-1,0.2
When you talk of the devil you will hear his bones rattle.,-1,0.3
Talk of the devil and he is sure to appear.,-1,0
Speak of the devil and he is sure to appear.,1,0
Give the devil his due.,-1,0
Devil may come.,1,0
It is not easy to get rid of bad habits.,-1,0.4
Wipe out abuses.,-1,0.1
Bad weather will ground the plane.,-1,0.1
The bad weather delayed the plane for two hours.,-1,0.5
"Due to bad weather, the plane was late.",-1,0.5
"Due to bad weather, the plane arrived three hours late.",-1,0.8
Bad weather prevented them from sailing.,-1,0.8
Bad weather discouraged them from going on a picnic.,-1,0.6
I couldn't go out on account of the bad weather.,-1,0.7
The bad weather frustrated our plans.,-1,0
The bad weather prevented us from leaving.,1,0.2
"Owing to bad weather, I didn't go.",-1,0.7
"Because of the bad weather, my piano teacher suggested that I go home early.",1,0.7
Father was in a bad mood since he couldn't play golf because of bad weather.,-1,0.7
"Due to the bad weather, the plane was ten minutes late.",-1,0.6
Bad weather prevented me from setting out.,-1,0.7
Bad weather upset our plans to go on a hike.,-1,0.7
"Thanks to the bad weather, the game was canceled.",-1,0.8
The senior citizens' spirits were high in spite of the bad weather.,1,0.5
They made up their minds to go by car in spite of bad weather.,1,0.1
Bad weather prevented us from starting.,-1,0.7
The plane was delayed on account of bad weather.,-1,0.8
Farmers suffered crop losses from poor weather.,-1,0.6
I gave up the idea of seeing the sights of the city because of the bad weather.,1,0.1
"Ill gained, ill spent.",-1,0
The bad weather marred the ceremony.,-1,0.7
Ill-gotten gains are short-lived. The only way to make real money is to earn every penny.,1,1.2
After an uphill struggle against great odds they finally got the company on its feet again.,1,0.6
Bad cold is prevailing throughout the country.,-1,0.5
A serious form of flu prevails throughout the country.,1,0
I got sick.,1,0
Give credit where credit is due.,-1,0
Bad habits are easy to get into.,-1,0.4
A bad smell permeated the room.,-1,0.9
The instant I open the lid an offensive smell greets my nose.,-1,0.8
It is not easy to get rid of a bad habit.,-1,0.4
It's easy to fall into bad habits.,1,0.4
Bad drivers should have their licenses taken away from them.,-1,0.9
Malicious gossip spreads like wildfire. I guess that's why they say bad news travels fast.,-1,0.7
"Well, they say bad news travels fast.",-1,0
He committed one crime after another.,1,0.2
What one has sown one will have to reap.,-1,0.1
Murder will out.,-1,0.3
Stop calling me names. That'll do you no good.,-1,1.6
"Far be it from me to criticize, but your dress is rather loud.",-1,0.3
I meant no harm.,-1,0.2
No offense was meant.,-1,0.5
The bandits demanded all money in the register.,-1,0.8
Bad money drives out good.,-1,0.8
Is it getting worse?,-1,0.8
"The smaller the body, the more likely the person will suffer from the ill effects of radiation.",-1,0.6
"Having hit a streak of bad luck, my fortune had gone to pot in no time.",-1,0.8
Come to the end of one's devil's luck.,-1,0.6
Have the devil's own luck.,-1,0.2
I meant you no harm.,-1,0.1
It is a white lie.,-1,0.8
There was no malice in what he did.,-1,0.7
Deliver us from evil.,1,0
Punish the wicked and save the weak.,1,0.6
You will be disliked by girls if you play practical jokes on them.,-1,0.8
Don't carry a practical joke too far.,-1,0.9
"Evil is easy, and has infinite forms.",1,0.6
Render good for evil.,1,0.5
He is bad beyond correction.,-1,0.9
Not bad. But I'm a little tired.,0.4,0.9
Not bad.,-1,0.2
Not bad. I can earn a good enough living.,0.5,1.1
Evil sometimes wins.,1,0.1
Okay. Sorry.,-1,0.8
"Bad as it was, it could have been worse.",-1,0.9
Don't keep bad company.,-1,0.9
The wicked witch cast a spell on the man and turned him into a bug.,1,0.5
